SAP Community Tags;;;;;;;;;;;
"And Associated ""Tag Pages""";;;;;;;;;;;
;;;;;;;;;;;
Tag Names;;;;;;;;Allowed Tagging;Term ID;Associated Tag Page (Click on a link to open the page and follow the tag);
;;;SAP Multichannel Foundation for Utilities and Public Sector;;;;(level 3);Primary and secondary;67838200100800006239;https://go.sap.com/community/tag.html?id=67838200100800006239;
;;SAP Offline Mobile Store by GK;;;;;(level 2);Displayed, but not selectable;73554900100700001603;N/A;
;;;SAP Offline Mobile Store by GK;;;;(level 3);Primary and secondary;01200615320800002550;https://go.sap.com/community/tag.html?id=01200615320800002550;
;;SAP Omnichannel Banking;;;;;(level 2);Displayed, but not selectable;73554900100700001088;N/A;
;;;SAP Mobile Inclusive Banking;;;;(level 3);Primary and secondary;67838200100800005679;https://go.sap.com/community/tag.html?id=67838200100800005679;
;;;SAP Omnichannel Banking, digital commercial option;;;;(level 3);Primary and secondary;67838200100800004558;https://go.sap.com/community/tag.html?id=67838200100800004558;
;;;SAP Omnichannel Banking, digital retail option;;;;(level 3);Primary and secondary;67838200100800004557;https://go.sap.com/community/tag.html?id=67838200100800004557;
;;;SAP Omnichannel Banking, mobile money option;;;;(level 3);Primary and secondary;67838200100800005407;https://go.sap.com/community/tag.html?id=67838200100800005407;
;;;Sybase Corporate Banking;;;;(level 3);Primary and secondary;67838200100800005754;https://go.sap.com/community/tag.html?id=67838200100800005754;
;;;Sybase Corporate Online Banking;;;;(level 3);Primary and secondary;73555000100800000094;https://go.sap.com/community/tag.html?id=73555000100800000094;
;;SAP Patient Management;;;;;(level 2);Displayed, but not selectable;73554900100700001094;N/A;
;;;SAP Patient Management;;;;(level 3);Primary and secondary;01200615320800000112;https://go.sap.com/community/tag.html?id=01200615320800000112;
;;;SAP Patient Management mobile app;;;;(level 3);Primary and secondary;67838200100800006087;https://go.sap.com/community/tag.html?id=67838200100800006087;
;;;SAP Patient Management, add-on for localization;;;;(level 3);Primary and secondary;01200615320800003256;https://go.sap.com/community/tag.html?id=01200615320800003256;
;;;SAP Patient Management, localization for the United Kingdom;;;;(level 3);Primary and secondary;67838200100800005297;https://go.sap.com/community/tag.html?id=67838200100800005297;
;;SAP Point-of-Sale;;;;;(level 2);Displayed, but not selectable;73554900100700001103;N/A;
;;;SAP Point-of-Sale;;;;(level 3);Primary and secondary;01200615320800000725;https://go.sap.com/community/tag.html?id=01200615320800000725;
;;;SAP Point-of-Sale Base;;;;(level 3);Primary and secondary;01200615320800000733;https://go.sap.com/community/tag.html?id=01200615320800000733;
;;;SAP POS Data Management;;;;(level 3);Primary and secondary;01200314690800003099;https://go.sap.com/community/tag.html?id=01200314690800003099;
;;;SAP POS Services;;;;(level 3);Primary and secondary;01200615320800000701;https://go.sap.com/community/tag.html?id=01200615320800000701;
;;;SAP POS Store Data Transfer for Retail;;;;(level 3);Primary and secondary;01200314690800000162;https://go.sap.com/community/tag.html?id=01200314690800000162;
;;SAP Policy Management;;;;;(level 2);Displayed, but not selectable;73554900100700001104;N/A;
;;;SAP Policy Management;;;;(level 3);Primary and secondary;01200314690800000116;https://go.sap.com/community/tag.html?id=01200314690800000116;
;;;SAP Policy Management add-on for auto insurance;;;;(level 3);Primary and secondary;01200615320800002076;https://go.sap.com/community/tag.html?id=01200615320800002076;
;;;SAP Policy Management, add-on for group insurance;;;;(level 3);Primary and secondary;73555000100800000122;https://go.sap.com/community/tag.html?id=73555000100800000122;
;;;SAP Policy Management, extension for group insurance;;;;(level 3);Primary and secondary;73554900100800000082;https://go.sap.com/community/tag.html?id=73554900100800000082;
;;SAP Policyholder Lookup;;;;;(level 2);Displayed, but not selectable;73554900100700001105;N/A;
;;;SAP Policyholder Lookup;;;;(level 3);Primary and secondary;67837800100800004493;https://go.sap.com/community/tag.html?id=67837800100800004493;
;;;SAP Policyholder Lookup for iPhone;;;;(level 3);Primary and secondary;67837800100800004884;https://go.sap.com/community/tag.html?id=67837800100800004884;
;;SAP Precision Marketing;;;;;(level 2);Displayed, but not selectable;73554900100700001112;N/A;
;;;SAP Precision Marketing;;;;(level 3);Primary and secondary;67837800100800005333;https://go.sap.com/community/tag.html?id=67837800100800005333;
;;SAP Price and Margin Management by Vendavo;;;;;(level 2);Displayed, but not selectable;73554900100700001115;N/A;
;;;SAP Price and Margin Management by Vendavo;;;;(level 3);Primary and secondary;01200615320800000683;https://go.sap.com/community/tag.html?id=01200615320800000683;
;;SAP Pricing and Costing for Utilities;;;;;(level 2);Displayed, but not selectable;73554900100700001117;N/A;
;;;SAP Pricing and Costing for Utilities;;;;(level 3);Primary and secondary;01200615320800002536;https://go.sap.com/community/tag.html?id=01200615320800002536;
;;SAP Promotion Management for Retail;;;;;(level 2);Displayed, but not selectable;73554900100700001131;N/A;
;;;SAP Promotion Management for Retail;;;;(level 3);Primary and secondary;01200615320800001188;https://go.sap.com/community/tag.html?id=01200615320800001188;
;;;SAP Promotion Management for Retail, add-on for SAP Customer Activity Repository;;;;(level 3);Primary and secondary;67838200100800006149;https://go.sap.com/community/tag.html?id=67838200100800006149;
;;SAP Promotion Merchandising Layout;;;;;(level 2);Displayed, but not selectable;73555000100700000001;N/A;
;;;SAP Promotion Merchandising Layout;;;;(level 3);Primary and secondary;01200615320800000700;https://go.sap.com/community/tag.html?id=01200615320800000700;
;;SAP Real Estate Management;;;;;(level 2);Displayed, but not selectable;73554900100700001143;N/A;
;;;SAP Real Estate Management, add-on for tenant relationship management;;;;(level 3);Primary and secondary;67838200100800004074;https://go.sap.com/community/tag.html?id=67838200100800004074;
;;;SAP Real Estate Management, localization for CEE countries;;;;(level 3);Primary and secondary;01200314690800000201;https://go.sap.com/community/tag.html?id=01200314690800000201;
;;SAP Real-Time Offer Management;;;;;(level 2);Displayed, but not selectable;73554900100700001145;N/A;
;;;SAP Real-Time Offer Management;;;;(level 3);Primary and secondary;01200314690800001839;https://go.sap.com/community/tag.html?id=01200314690800001839;
;;;SAP Real-Time Offer Management software;;;;(level 3);Primary and secondary;01200615320800000777;https://go.sap.com/community/tag.html?id=01200615320800000777;
;;SAP Reinsurance Management;;;;;(level 2);Displayed, but not selectable;73554900100700001149;N/A;
;;;SAP Reinsurance Management;;;;(level 3);Primary and secondary;01200615320800000483;https://go.sap.com/community/tag.html?id=01200615320800000483;
;;SAP Retail Execution;;;;;(level 2);Displayed, but not selectable;73554900100700001153;N/A;
;;;SAP Retail Execution;;;;(level 3);Primary and secondary;01200314690800002417;https://go.sap.com/community/tag.html?id=01200314690800002417;
;;;SAP Retail Execution for Android;;;;(level 3);Primary and secondary;67838200100800005373;https://go.sap.com/community/tag.html?id=67838200100800005373;
;;;SAP Retail Execution for iOS;;;;(level 3);Primary and secondary;67837800100800004281;https://go.sap.com/community/tag.html?id=67837800100800004281;
;;;SAP Retail Execution for mobile business object;;;;(level 3);Primary and secondary;67838200100800005814;https://go.sap.com/community/tag.html?id=67838200100800005814;
;;;SAP Retail Execution for Windows Mobile;;;;(level 3);Primary and secondary;67837800100800004280;https://go.sap.com/community/tag.html?id=67837800100800004280;
;;;SAP Retail Execution integration with SAP CRM;;;;(level 3);Primary and secondary;67837800100800004282;https://go.sap.com/community/tag.html?id=67837800100800004282;
;;;SAP Retail Execution integration with SAP ERP;;;;(level 3);Primary and secondary;67837800100800004283;https://go.sap.com/community/tag.html?id=67837800100800004283;
;;SAP Returns Authorization;;;;;(level 2);Displayed, but not selectable;73554900100700001155;N/A;
;;;SAP Returns Authorization;;;;(level 3);Primary and secondary;01200314690800000174;https://go.sap.com/community/tag.html?id=01200314690800000174;
;;SAP Sales Companion;;;;;(level 2);Displayed, but not selectable;73554900100700001164;N/A;
;;;SAP Sales Companion;;;;(level 3);Primary and secondary;67838200100800006045;https://go.sap.com/community/tag.html?id=67838200100800006045;
;;;SAP Sales Companion for iPad;;;;(level 3);Primary and secondary;67838200100800006046;https://go.sap.com/community/tag.html?id=67838200100800006046;
;;;SAP Sales Companion for Windows tablets;;;;(level 3);Primary and secondary;67838200100800006419;https://go.sap.com/community/tag.html?id=67838200100800006419;
;;SAP Sales Diary;;;;;(level 2);Displayed, but not selectable;73554900100700001165;N/A;
;;;SAP Sales Diary;;;;(level 3);Primary and secondary;67838200100800005438;https://go.sap.com/community/tag.html?id=67838200100800005438;
;;;SAP Sales Diary for iPad;;;;(level 3);Primary and secondary;67838200100800005439;https://go.sap.com/community/tag.html?id=67838200100800005439;
;;SAP Sales Insights for Retail;;;;;(level 2);Displayed, but not selectable;73554900100700001166;N/A;
;;;SAP Sales Insights for Retail;;;;(level 3);Primary and secondary;67838200100800005780;https://go.sap.com/community/tag.html?id=67838200100800005780;
;;SAP Sales Manager;;;;;(level 2);Displayed, but not selectable;73554900100700001167;N/A;
;;;SAP Sales Manager;;;;(level 3);Primary and secondary;67837800100800006434;https://go.sap.com/community/tag.html?id=67837800100800006434;
;;;SAP Sales Manager for Android;;;;(level 3);Primary and secondary;67838200100800006205;https://go.sap.com/community/tag.html?id=67838200100800006205;
;;;SAP Sales Manager for iOS;;;;(level 3);Primary and secondary;67838200100800006278;https://go.sap.com/community/tag.html?id=67838200100800006278;
;;;SAP Sales Manager integration with SAP CRM;;;;(level 3);Primary and secondary;67838200100800006206;https://go.sap.com/community/tag.html?id=67838200100800006206;
;;;SAP Sales Manager integration with SAP ERP;;;;(level 3);Primary and secondary;67838200100800006277;https://go.sap.com/community/tag.html?id=67838200100800006277;
;;;SAP Sales Manager, add-on for integration with Agentry;;;;(level 3);Primary and secondary;67838200100800005715;https://go.sap.com/community/tag.html?id=67838200100800005715;
;;;Syclo SMART Sales Manager for SAP;;;;(level 3);Primary and secondary;67838200100800005945;https://go.sap.com/community/tag.html?id=67838200100800005945;
;;SAP Sales Order Notification;;;;;(level 2);Displayed, but not selectable;73554900100700001168;N/A;
;;;SAP Sales Order Notification;;;;(level 3);Primary and secondary;01200615320800003597;https://go.sap.com/community/tag.html?id=01200615320800003597;
;;;SAP Sales Order Notification for iPhone;;;;(level 3);Primary and secondary;01200615320800004039;https://go.sap.com/community/tag.html?id=01200615320800004039;
;;SAP Sales Pipeline Simulator;;;;;(level 2);Displayed, but not selectable;73554900100700001169;N/A;
;;;SAP Sales Pipeline Simulator;;;;(level 3);Primary and secondary;67837800100800006795;https://go.sap.com/community/tag.html?id=67837800100800006795;
;;;SAP Sales Pipeline Simulator for Windows tablets;;;;(level 3);Primary and secondary;67837800100800006798;https://go.sap.com/community/tag.html?id=67837800100800006798;
;;SAP Self-Service for Utilities;;;;;(level 2);Displayed, but not selectable;73555000100700000081;N/A;
;;;SAP Self-Service for Utilities for Android;;;;(level 3);Primary and secondary;73554900100800000250;https://go.sap.com/community/tag.html?id=73554900100800000250;
;;;SAP Self-Service for Utilities for iOS;;;;(level 3);Primary and secondary;73555000100800000151;https://go.sap.com/community/tag.html?id=73555000100800000151;
;;SAP Shopper Experience;;;;;(level 2);Displayed, but not selectable;73554900100700001175;N/A;
;;;SAP Shopper Experience;;;;(level 3);Primary and secondary;67837800100800007267;https://go.sap.com/community/tag.html?id=67837800100800007267;
;;;SAP Shopper Experience for Android;;;;(level 3);Primary and secondary;67837800100800007265;https://go.sap.com/community/tag.html?id=67837800100800007265;
;;;SAP Shopper Experience, cloud edition;;;;(level 3);Primary and secondary;67838200100800006588;https://go.sap.com/community/tag.html?id=67838200100800006588;
;;SAP Signature Management by DocuSign;;;;;(level 2);Displayed, but not selectable;73554900100700001381;N/A;
;;;SAP Signature Management by DocuSign, add-on for SAP Hybris solutions;;;;(level 3);Primary and secondary;73554900100800000706;https://go.sap.com/community/tag.html?id=73554900100800000706;
;;SAP Social Contact Intelligence;;;;;(level 2);Displayed, but not selectable;73554900100700001182;N/A;
;;;SAP Social Contact Intelligence for iPhone;;;;(level 3);Primary and secondary;67837800100800007036;https://go.sap.com/community/tag.html?id=67837800100800007036;
;;SAP Social Media Analytics by NetBase;;;;;(level 2);Displayed, but not selectable;73554900100700001183;N/A;
;;;SAP Social Media Analytics by NetBase;;;;(level 3);Primary and secondary;67837800100800006647;https://go.sap.com/community/tag.html?id=67837800100800006647;
;;SAP Store Management by GK;;;;;(level 2);Displayed, but not selectable;73554900100700001190;N/A;
;;;SAP Label and Poster Printing by GK;;;;(level 3);Primary and secondary;67838200100800005098;https://go.sap.com/community/tag.html?id=67838200100800005098;
;;;SAP Omnichannel Point-of-Sale by GK;;;;(level 3);Primary and secondary;73554900100800000361;https://go.sap.com/community/tag.html?id=73554900100800000361;
;;;SAP Open Scale Management by GK;;;;(level 3);Primary and secondary;67838200100800005099;https://go.sap.com/community/tag.html?id=67838200100800005099;
;;;SAP Point-of-Sale by GK;;;;(level 3);Primary and secondary;01200615320800002986;https://go.sap.com/community/tag.html?id=01200615320800002986;
;;;SAP Store Device Control by GK;;;;(level 3);Primary and secondary;01200615320800002549;https://go.sap.com/community/tag.html?id=01200615320800002549;
